discover.py --task-config task1 --discover 0 --algo ppo --env MiniGrid-ConfigWorld-v0-havekey --lr 0.00025 --AnomalyNN test_8 --model 20240808-seed1

Namespace(task_config='task1', discover=0, algo='ppo', env='MiniGrid-ConfigWorld-v0-havekey', model='20240808-seed1', seed=1, log_interval=1, save_interval=10, procs=1, frames=10000000, AnomalyNN='test_8', epochs=32, batch_size=128, frames_per_proc=256, discount=0.99, lr=0.00025, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, buffer_size=10000, target_update=10)

Device: cuda

Environments loaded

discover.py --task-config task1 --discover 0 --algo ppo --env MiniGrid-ConfigWorld-v0-havekey --lr 0.00025 --AnomalyNN test_8 --model 20240808-seed1

Namespace(task_config='task1', discover=0, algo='ppo', env='MiniGrid-ConfigWorld-v0-havekey', model='20240808-seed1', seed=1, log_interval=1, save_interval=10, procs=1, frames=10000000, AnomalyNN='test_8', epochs=32, batch_size=128, frames_per_proc=256, discount=0.99, lr=0.00025, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, buffer_size=10000, target_update=10)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(12, 12), stride=(6, 6))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(9, 9), stride=(4, 4))
    (3): ReLU()
    (4): Conv2d(64, 128, kernel_size=(3, 3), stride=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1))
    (7): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 000256 | FPS 0039 | D 6 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.125'] | value_loss ['None', 'None', '0.048']
U 15 | F 003840 | FPS 0057 | D 73 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.055'] | value_loss ['None', 'None', '0.000']
U 16 | F 004096 | FPS 0056 | D 78 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.048'] | value_loss ['None', 'None', '0.000']
U 17 | F 004352 | FPS 0057 | D 82 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.038'] | value_loss ['None', 'None', '0.000']
U 18 | F 004608 | FPS 0055 | D 87 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.032'] | value_loss ['None', 'None', '0.000']
U 19 | F 004864 | FPS 0055 | D 91 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.029'] | value_loss ['None', 'None', '0.000']
U 20 | F 005120 | FPS 0058 | D 96 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.026'] | value_loss ['None', 'None', '0.016']
Status saved
U 21 | F 005376 | FPS 0055 | D 101 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.033'] | value_loss ['None', 'None', '0.000']
U 22 | F 005632 | FPS 0057 | D 105 | Reward:μσmM -0.80 0.40 -1.00 0.00 | policy_loss ['None', 'None', '0.169'] | value_loss ['None', 'None', '0.057']
U 23 | F 005888 | FPS 0058 | D 110 | Reward:μσmM -0.80 0.40 -1.00 0.00 | policy_loss ['None', 'None', '0.075'] | value_loss ['None', 'None', '0.037']
U 24 | F 006144 | FPS 0057 | D 114 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.023'] | value_loss ['None', 'None', '0.013']
U 25 | F 006400 | FPS 0057 | D 118 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.061'] | value_loss ['None', 'None', '0.000']
U 26 | F 006656 | FPS 0055 | D 123 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.039'] | value_loss ['None', 'None', '0.024']
U 27 | F 006912 | FPS 0057 | D 128 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.009'] | value_loss ['None', 'None', '0.010']
U 28 | F 007168 | FPS 0056 | D 132 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.065'] | value_loss ['None', 'None', '0.002']
U 29 | F 007424 | FPS 0058 | D 137 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.005'] | value_loss ['None', 'None', '0.020']
U 30 | F 007680 | FPS 0055 | D 141 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.087'] | value_loss ['None', 'None', '0.003']
Status saved
U 31 | F 007936 | FPS 0061 | D 146 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.058'] | value_loss ['None', 'None', '0.000']
U 32 | F 008192 | FPS 0057 | D 150 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.004'] | value_loss ['None', 'None', '0.012']
U 33 | F 008448 | FPS 0056 | D 155 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.002'] | value_loss ['None', 'None', '0.017']
U 34 | F 008704 | FPS 0058 | D 159 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.000'] | value_loss ['None', 'None', '0.016']
U 35 | F 008960 | FPS 0057 | D 164 | Reward:μσmM -0.10 0.70 -1.00 0.70 | policy_loss ['None', 'None', '-0.068'] | value_loss ['None', 'None', '0.028']
U 36 | F 009216 | FPS 0059 | D 168 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.014'] | value_loss ['None', 'None', '0.010']
U 37 | F 009472 | FPS 0056 | D 173 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.029'] | value_loss ['None', 'None', '0.001']
U 38 | F 009728 | FPS 0059 | D 177 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.020'] | value_loss ['None', 'None', '0.000']
U 39 | F 009984 | FPS 0056 | D 182 | Reward:μσmM 0.34 0.34 0.00 0.69 | policy_loss ['None', 'None', '-0.092'] | value_loss ['None', 'None', '0.005']
U 40 | F 010240 | FPS 0057 | D 186 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.020'] | value_loss ['None', 'None', '0.000']
Status saved
U 41 | F 010496 | FPS 0051 | D 192 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.017'] | value_loss ['None', 'None', '0.000']
U 42 | F 010752 | FPS 0059 | D 196 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.012'] | value_loss ['None', 'None', '0.000']
U 43 | F 011008 | FPS 0059 | D 200 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.092'] | value_loss ['None', 'None', '0.032']
U 44 | F 011264 | FPS 0060 | D 205 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.071'] | value_loss ['None', 'None', '0.027']
U 45 | F 011520 | FPS 0059 | D 209 | Reward:μσmM -0.89 0.31 -1.00 0.00 | policy_loss ['None', 'None', '0.221'] | value_loss ['None', 'None', '0.074']
U 46 | F 011776 | FPS 0059 | D 213 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.022'] | value_loss ['None', 'None', '0.023']
U 47 | F 012032 | FPS 0057 | D 218 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.095'] | value_loss ['None', 'None', '0.001']
U 48 | F 012288 | FPS 0059 | D 222 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.018'] | value_loss ['None', 'None', '0.013']
U 49 | F 012544 | FPS 0058 | D 227 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.026'] | value_loss ['None', 'None', '0.013']
U 50 | F 012800 | FPS 0059 | D 231 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.070'] | value_loss ['None', 'None', '0.028']
Status saved
U 51 | F 013056 | FPS 0056 | D 236 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.051'] | value_loss ['None', 'None', '0.027']
U 52 | F 013312 | FPS 0059 | D 240 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '-0.022'] | value_loss ['None', 'None', '0.010']
U 53 | F 013568 | FPS 0057 | D 245 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.034'] | value_loss ['None', 'None', '0.004']
U 54 | F 013824 | FPS 0057 | D 249 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.068'] | value_loss ['None', 'None', '0.000']
U 55 | F 014080 | FPS 0057 | D 254 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.018'] | value_loss ['None', 'None', '0.008']
U 56 | F 014336 | FPS 0058 | D 258 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.036'] | value_loss ['None', 'None', '0.000']
U 57 | F 014592 | FPS 0054 | D 263 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.031'] | value_loss ['None', 'None', '0.000']
U 58 | F 014848 | FPS 0058 | D 267 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.023'] | value_loss ['None', 'None', '0.000']
U 59 | F 015104 | FPS 0058 | D 272 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.027'] | value_loss ['None', 'None', '0.000']
U 60 | F 015360 | FPS 0057 | D 276 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.018'] | value_loss ['None', 'None', '0.000']
Status saved
U 61 | F 015616 | FPS 0056 | D 281 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.015'] | value_loss ['None', 'None', '0.000']
U 62 | F 015872 | FPS 0058 | D 285 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.013'] | value_loss ['None', 'None', '0.000']
U 63 | F 016128 | FPS 0057 | D 290 | Reward:μσmM 0.51 0.37 0.00 0.84 | policy_loss ['None', 'None', '-0.138'] | value_loss ['None', 'None', '0.021']
U 64 | F 016384 | FPS 0057 | D 294 | Reward:μσmM -0.11 0.68 -1.00 0.66 | policy_loss ['None', 'None', '-0.004'] | value_loss ['None', 'None', '0.023']
U 65 | F 016640 | FPS 0058 | D 299 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.041'] | value_loss ['None', 'None', '0.020']
U 66 | F 016896 | FPS 0061 | D 303 | Reward:μσmM 0.30 0.30 0.00 0.59 | policy_loss ['None', 'None', '-0.055'] | value_loss ['None', 'None', '0.003']
U 67 | F 017152 | FPS 0062 | D 307 | Reward:μσmM 0.12 0.72 -1.00 0.81 | policy_loss ['None', 'None', '-0.099'] | value_loss ['None', 'None', '0.017']
U 68 | F 017408 | FPS 0059 | D 311 | Reward:μσmM 0.38 0.38 0.00 0.76 | policy_loss ['None', 'None', '-0.055'] | value_loss ['None', 'None', '0.005']
U 69 | F 017664 | FPS 0059 | D 316 | Reward:μσmM 0.65 0.38 0.00 0.89 | policy_loss ['None', 'None', '-0.169'] | value_loss ['None', 'None', '0.012']
U 70 | F 017920 | FPS 0063 | D 320 | Reward:μσmM 0.80 0.30 0.00 0.95 | policy_loss ['None', 'None', '-0.247'] | value_loss ['None', 'None', '0.015']
Status saved
U 71 | F 018176 | FPS 0058 | D 324 | Reward:μσmM 0.81 0.31 0.00 0.95 | policy_loss ['None', 'None', '-0.145'] | value_loss ['None', 'None', '0.005']
U 72 | F 018432 | FPS 0056 | D 329 | Reward:μσmM 0.83 0.29 0.00 0.96 | policy_loss ['None', 'None', '-0.073'] | value_loss ['None', 'None', '0.004']
U 73 | F 018688 | FPS 0057 | D 334 | Reward:μσmM 0.84 0.28 0.00 0.95 | policy_loss ['None', 'None', '-0.022'] | value_loss ['None', 'None', '0.001']
U 74 | F 018944 | FPS 0060 | D 338 | Reward:μσmM 0.83 0.29 0.00 0.96 | policy_loss ['None', 'None', '0.006'] | value_loss ['None', 'None', '0.001']
U 75 | F 019200 | FPS 0059 | D 342 | Reward:μσmM 0.74 0.33 0.00 0.93 | policy_loss ['None', 'None', '0.044'] | value_loss ['None', 'None', '0.002']
U 76 | F 019456 | FPS 0057 | D 347 | Reward:μσmM -0.83 0.37 -1.00 0.00 | policy_loss ['None', 'None', '0.453'] | value_loss ['None', 'None', '0.341']
U 77 | F 019712 | FPS 0059 | D 351 | Reward:μσmM -0.86 0.35 -1.00 0.00 | policy_loss ['None', 'None', '0.436'] | value_loss ['None', 'None', '0.248']
U 78 | F 019968 | FPS 0061 | D 355 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.154'] | value_loss ['None', 'None', '0.066']
U 79 | F 020224 | FPS 0057 | D 360 | Reward:μσmM -0.83 0.37 -1.00 0.00 | policy_loss ['None', 'None', '0.159'] | value_loss ['None', 'None', '0.085']
U 80 | F 020480 | FPS 0058 | D 364 | Reward:μσmM -0.86 0.35 -1.00 0.00 | policy_loss ['None', 'None', '0.192'] | value_loss ['None', 'None', '0.098']
Status saved
U 81 | F 020736 | FPS 0056 | D 369 | Reward:μσmM -0.83 0.37 -1.00 0.00 | policy_loss ['None', 'None', '0.203'] | value_loss ['None', 'None', '0.059']
U 82 | F 020992 | FPS 0060 | D 373 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.055'] | value_loss ['None', 'None', '0.000']
U 83 | F 021248 | FPS 0058 | D 378 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.047'] | value_loss ['None', 'None', '0.000']
U 84 | F 021504 | FPS 0059 | D 382 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.039'] | value_loss ['None', 'None', '0.000']
U 85 | F 021760 | FPS 0056 | D 387 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.032'] | value_loss ['None', 'None', '0.000']
U 86 | F 022016 | FPS 0054 | D 391 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.027'] | value_loss ['None', 'None', '0.000']
U 87 | F 022272 | FPS 0051 | D 396 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.024'] | value_loss ['None', 'None', '0.000']
U 88 | F 022528 | FPS 0053 | D 401 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.031'] | value_loss ['None', 'None', '0.019']
U 89 | F 022784 | FPS 0055 | D 406 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.057'] | value_loss ['None', 'None', '0.026']
U 90 | F 023040 | FPS 0057 | D 410 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.025'] | value_loss ['None', 'None', '0.000']
Status saved
U 91 | F 023296 | FPS 0057 | D 416 | Reward:μσmM -0.26 0.74 -1.00 0.48 | policy_loss ['None', 'None', '-0.020'] | value_loss ['None', 'None', '0.021']
U 92 | F 023552 | FPS 0058 | D 420 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.018'] | value_loss ['None', 'None', '0.000']
U 93 | F 023808 | FPS 0056 | D 425 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.013'] | value_loss ['None', 'None', '0.000']
U 94 | F 024064 | FPS 0039 | D 431 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.018'] | value_loss ['None', 'None', '0.000']
U 95 | F 024320 | FPS 0046 | D 437 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.110'] | value_loss ['None', 'None', '0.041']
U 96 | F 024576 | FPS 0053 | D 442 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.061'] | value_loss ['None', 'None', '0.025']
U 97 | F 024832 | FPS 0058 | D 446 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.019'] | value_loss ['None', 'None', '0.001']
U 98 | F 025088 | FPS 0057 | D 451 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.136'] | value_loss ['None', 'None', '0.041']
U 99 | F 025344 | FPS 0059 | D 455 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.008'] | value_loss ['None', 'None', '0.014']
U 100 | F 025600 | FPS 0058 | D 459 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.052'] | value_loss ['None', 'None', '0.030']
Status saved
U 101 | F 025856 | FPS 0060 | D 464 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.004'] | value_loss ['None', 'None', '0.016']
U 102 | F 026112 | FPS 0057 | D 468 | Reward:μσmM -0.67 0.47 -1.00 0.00 | policy_loss ['None', 'None', '0.030'] | value_loss ['None', 'None', '0.014']
U 103 | F 026368 | FPS 0058 | D 473 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.003'] | value_loss ['None', 'None', '0.009']
U 104 | F 026624 | FPS 0059 | D 477 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.006'] | value_loss ['None', 'None', '0.014']
U 105 | F 026880 | FPS 0061 | D 481 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.006'] | value_loss ['None', 'None', '0.017']
U 106 | F 027136 | FPS 0060 | D 486 | Reward:μσmM -0.75 0.43 -1.00 0.00 | policy_loss ['None', 'None', '0.034'] | value_loss ['None', 'None', '0.029']
U 107 | F 027392 | FPS 0058 | D 490 | Reward:μσmM 0.22 0.22 0.00 0.45 | policy_loss ['None', 'None', '-0.113'] | value_loss ['None', 'None', '0.007']
U 108 | F 027648 | FPS 0058 | D 494 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '0.001'] | value_loss ['None', 'None', '0.012']
U 109 | F 027904 | FPS 0059 | D 499 | Reward:μσmM 0.21 0.21 0.00 0.42 | policy_loss ['None', 'None', '-0.108'] | value_loss ['None', 'None', '0.003']
U 110 | F 028160 | FPS 0060 | D 503 | Reward:μσmM -0.50 0.50 -1.00 0.00 | policy_loss ['None', 'None', '-0.019'] | value_loss ['None', 'None', '0.008']
Status saved
U 111 | F 028416 | FPS 0057 | D 508 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.062'] | value_loss ['None', 'None', '0.001']
U 112 | F 028672 | FPS 0052 | D 513 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.039'] | value_loss ['None', 'None', '0.000']
U 113 | F 028928 | FPS 0055 | D 517 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.035'] | value_loss ['None', 'None', '0.000']
U 114 | F 029184 | FPS 0054 | D 522 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.028'] | value_loss ['None', 'None', '0.000']
U 115 | F 029440 | FPS 0055 | D 527 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.025'] | value_loss ['None', 'None', '0.000']
U 116 | F 029696 | FPS 0056 | D 531 | Reward:μσmM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', '-0.021'] | value_loss ['None', 'None', '0.000']
U 117 | F 029952 | FPS 0051 | D 536 | Reward:μσmM -0.08 0.72 -1.00 0.77 | policy_loss ['None', 'None', '-0.041'] | value_loss ['None', 'None', '0.026']
U 118 | F 030208 | FPS 0055 | D 541 | Reward:μσmM 0.48 0.38 0.00 0.93 | policy_loss ['None', 'None', '-0.114'] | value_loss ['None', 'None', '0.019']
U 119 | F 030464 | FPS 0058 | D 545 | Reward:μσmM 0.61 0.36 0.00 0.87 | policy_loss ['None', 'None', '-0.139'] | value_loss ['None', 'None', '0.008']
U 120 | F 030720 | FPS 0056 | D 550 | Reward:μσmM 0.70 0.36 0.00 0.95 | policy_loss ['None', 'None', '-0.201'] | value_loss ['None', 'None', '0.012']
Status saved
U 121 | F 030976 | FPS 0056 | D 555 | Reward:μσmM 0.79 0.32 0.00 0.93 | policy_loss ['None', 'None', '-0.179'] | value_loss ['None', 'None', '0.008']
U 122 | F 031232 | FPS 0059 | D 559 | Reward:μσmM 0.78 0.32 0.00 0.94 | policy_loss ['None', 'None', '-0.068'] | value_loss ['None', 'None', '0.002']
U 123 | F 031488 | FPS 0059 | D 564 | Reward:μσmM 0.81 0.31 0.00 0.94 | policy_loss ['None', 'None', '-0.064'] | value_loss ['None', 'None', '0.001']
U 124 | F 031744 | FPS 0059 | D 568 | Reward:μσmM 0.70 0.35 0.00 0.94 | policy_loss ['None', 'None', '0.026'] | value_loss ['None', 'None', '0.004']
U 125 | F 032000 | FPS 0057 | D 573 | Reward:μσmM 0.17 0.76 -1.00 0.88 | policy_loss ['None', 'None', '0.139'] | value_loss ['None', 'None', '0.089']
U 126 | F 032256 | FPS 0059 | D 577 | Reward:μσmM -0.48 0.76 -1.00 0.85 | policy_loss ['None', 'None', '0.187'] | value_loss ['None', 'None', '0.166']
U 127 | F 032512 | FPS 0056 | D 582 | Reward:μσmM 0.11 0.71 -1.00 0.76 | policy_loss ['None', 'None', '0.047'] | value_loss ['None', 'None', '0.050']
U 128 | F 032768 | FPS 0057 | D 586 | Reward:μσmM -0.08 0.72 -1.00 0.76 | policy_loss ['None', 'None', '0.027'] | value_loss ['None', 'None', '0.028']
U 129 | F 033024 | FPS 0059 | D 590 | Reward:μσmM -0.36 0.67 -1.00 0.55 | policy_loss ['None', 'None', '0.139'] | value_loss ['None', 'None', '0.064']
